@relation rbf
@attribute atributo1 real
@attribute atributo2 real
@attribute Class {1,2,3,6,7}
@data
0.539395541,0.843966915,2
0.488136352,0.852212632,2
0.233108332,0.11176001,1
0.483017061,0.859082386,2
0.276530224,0.137319596,1
0.539268358,0.797948899,2
0.511632948,0.807343988,2
0.593135627,0.552366309,3
0.265501565,0.071668886,1
0.611474913,0.584335409,3
0.612184473,0.540268074,3
